r_kpc,v_obs_kms,v_bar_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,beta_i,psi_i,v_eff_kms,g_bar_km2s2_per_kpc,g_eff_km2s2_per_kpc,rotation_residual_kms,rotation_residual_bar_only_kms
0.23,6.81,9.708166665236027,8.19,NGC0100,-0.86,9.67,0.0,201.6352173913043,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,1,0.35,3.145864917611259,3.087722843482061,0.05814207412919803,0.7924786442705308,0.85,0.1663986595842647,9.748002725255095,409.7760869565217,413.1459005720902,-2.938002725255095,-2.898166665236027
0.69,20.0,23.848224252551802,4.09,NGC0100,-1.93,23.77,0.0,579.7101449275362,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,1,0.35,3.145864917611259,3.087722843482061,0.05814207412919803,0.7924786442705308,0.85,0.1663986595842647,23.946081997008825,824.2576811594204,831.0360043586525,-3.9460819970088252,-3.848224252551802
1.15,33.0,34.888313229504234,4.0,NGC0100,-3.62,34.7,0.0,946.9565217391304,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,1,0.35,3.145864917611259,3.087722843482061,0.05814207412919803,0.7924786442705308,0.85,0.1663986595842647,35.03147238485242,1058.4299130434783,1067.1339630005893,-2.031472384852421,-1.8883132295042344
2.05,49.9,46.864233696925,4.0,NGC0100,-3.92,46.7,0.0,1214.639024390244,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,2,0.35,3.1216917392335692,3.087722843482061,0.0339688957515083,0.4629973191651875,0.85,0.4213167413160026,47.14842173363703,1071.344585365854,1084.3774009623887,2.7515782663629693,3.0357663030750004
2.51,55.5,50.432261499956546,4.0,NGC0100,3.21,50.33,0.0,1227.191235059761,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,2,0.35,3.1216917392335692,3.087722843482061,0.0339688957515083,0.4629973191651875,0.85,0.4213167413160026,50.73808631030783,1013.3119521912348,1025.6388057498991,4.761913689692172,5.067738500043454
2.97,61.9,53.637107490989855,4.0,NGC0100,7.43,53.12,0.0,1290.104377104377,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,2,0.35,3.1216917392335692,3.087722843482061,0.0339688957515083,0.4629973191651875,0.85,0.4213167413160026,53.96236671471587,968.6664309764309,980.4501755735606,7.937633285284129,8.262892509010143
3.88,73.1,56.365657097207695,4.0,NGC0100,11.97,55.08,0.0,1377.219072164948,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,3,0.35,3.0472406264527185,3.087722843482061,-0.040482217029342404,-0.5517741317103778,0.85,0.6163405619563866,55.76474668809607,818.8369329896908,801.4708693782271,17.335253311903926,16.7343429027923
4.34,76.1,55.843868956224725,3.0,NGC0100,13.61,54.16,0.0,1334.3801843317972,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,3,0.35,3.0472406264527185,3.087722843482061,-0.040482217029342404,-0.5517741317103778,0.85,0.6163405619563866,55.2485212947402,718.5570737327188,703.3177661878714,20.851478705259794,20.25613104377527
4.79,77.8,55.34125766550666,5.34,NGC0100,14.82,53.32,0.0,1263.6409185803757,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,3,0.35,3.0472406264527185,3.087722843482061,-0.040482217029342404,-0.5517741317103778,0.85,0.6163405619563866,54.75126830856223,639.3851356993737,625.8249230472172,23.048731691437766,22.458742334493337
5.24,79.0,54.778101463997444,4.0,NGC0100,15.7,52.48,0.0,1191.030534351145,NGC0100,NGC100,Bizyaev_2014,Bizyaev_2002,True,confirmed_duplicate_by_sparc_name,NED,RFGC0095,EON_6.012_16.487,NED,,6.012434,16.487118,r,29.05,0.13,6.87,0.39,0.2364888123924268,4.228529839883552,22.03,0.07,0.063,12.76,0.06,IR,,,NED,thick_like,NED,NED,,6.012434,16.487118,,,NED,,True,coord_strict,NGC0100,34.0,0.0009366523394287,Bizyaev_2014,3,0.35,3.0472406264527185,3.087722843482061,-0.040482217029342404,-0.5517741317103778,0.85,0.6163405619563866,54.194115876739566,572.6412977099234,560.4966022254724,24.805884123260434,24.221898536002556
