r_kpc,v_obs_kms,v_bar_kms,v_err_kms,galaxy,v_gas_kmps,v_disk_kmps,v_bul_kmps,a_obs_kmps2_per_kpc,matched_sparc_name,matched_sparc_name_norm,included_source_catalog,secondary_source_catalog,duplicate_flag,duplicate_status,source_object_name_primary,source_object_name_secondary,structure_2014_Name,structure_2014_preferred_name,structure_2014_catalog_name_normalized,structure_2014_RAJ2000,structure_2014_DEJ2000,structure_2014_Band,structure_2014_h,structure_2014_e_h,structure_2014_z0,structure_2014_e_z0,structure_2014_z0_over_h,structure_2014_h_over_z0,structure_2014_S0,structure_2014_e_S0,structure_2014_gradz0,structure_2014_mag,structure_2014_B/T,structure_2014_Type,structure_2014_RV,structure_2014_AName,structure_2014_NED,structure_2014_thickness_flag,structure_2014_biz_name,structure_2014_biz_name_norm,structure_2014_biz_catalog_token,structure_2014_RA_match_deg,structure_2014_DE_match_deg,structure_2014_biz_aname_norm,structure_2014_biz_aname_token,structure_2014_biz_ned_norm,structure_2014_biz_ned_token,structure_2014_matched,structure_2014_match_reason,structure_2014_matched_sparc_name,structure_2014_matched_sparc_index,structure_2014_matched_sep_deg,structure_2014___source_catalog__,segment_index,h_i_kpc,d_i,d_gal_mean,sigma_i,sigma_norm,beta_i,psi_i,v_eff_kms,g_bar_km2s2_per_kpc,g_eff_km2s2_per_kpc,rotation_residual_kms,rotation_residual_bar_only_kms
1.74,87.5,126.78499674646051,9.4,NGC3769,11.85,126.23,0.0,4400.14367816092,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,1,0.35,3.166331081177413,3.131425190794143,0.034905890383269966,0.2719300312426069,0.85,0.5818855165060808,127.8747561070012,9238.181264367817,9397.67428127876,-40.374756107001204,-39.28499674646051
3.5,106.0,137.9797380052593,7.1,NGC3769,22.09,136.2,0.0,3210.285714285714,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,1,0.35,3.166331081177413,3.131425190794143,0.034905890383269966,0.2719300312426069,0.85,0.5818855165060808,139.16571990307705,5439.545171428571,5533.456456040484,-33.16571990307705,-31.979738005259293
5.24,116.0,127.15870477478134,5.3,NGC3769,28.99,123.81,0.0,2567.93893129771,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,1,0.35,3.166331081177413,3.131425190794143,0.034905890383269966,0.2719300312426069,0.85,0.5818855165060808,128.2516762805476,3085.751183206107,3139.0252802996897,-12.2516762805476,-11.158704774781341
8.72,126.0,105.31830800008136,4.4,NGC3769,36.96,98.62,0.0,1820.6422018348624,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,2,0.35,3.0081627433565847,3.131425190794143,-0.1232624474375581,-0.9602608847588818,0.85,0.9021187235965753,100.2175640190372,1272.0121559633028,1151.7844194850709,25.782435980962802,20.68169199991864
10.47,123.0,97.0566401643906,4.4,NGC3769,36.75,89.83,0.0,1444.9856733524357,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,2,0.35,3.0081627433565847,3.131425190794143,-0.1232624474375581,-0.9602608847588818,0.85,0.9021187235965753,92.35602274525677,899.7126456542501,814.6738240040482,30.643977254743234,25.9433598356094
12.31,118.0,90.09078532236246,4.6,NGC3769,34.7,83.14,0.0,1131.1129163281885,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,2,0.35,3.0081627433565847,3.131425190794143,-0.1232624474375581,-0.9602608847588818,0.85,0.9021187235965753,85.72753604778974,659.3297806661251,597.0114083529724,32.27246395221026,27.909214677637536
17.07,122.0,78.40565285743114,15.2,NGC3769,34.92,70.2,0.0,871.9390743995314,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,3,0.35,3.003061691463949,3.131425190794143,-0.12836349933019386,-1.0,0.85,0.9955861148898593,74.02476210138224,360.13159929701226,321.01144722707886,47.97523789861776,43.594347142568864
31.82,121.0,60.845069644137965,10.2,NGC3769,33.73,50.64,0.0,460.1194217473287,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,3,0.35,3.003061691463949,3.131425190794143,-0.12836349933019386,-1.0,0.85,0.9955861148898593,57.445370854053955,116.34577309868004,103.70743659835927,63.554629145946045,60.154930355862035
34.61,118.0,58.41294120312724,10.4,NGC3769,32.54,48.51,0.0,402.3114706732159,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,3,0.35,3.003061691463949,3.131425190794143,-0.12836349933019386,-1.0,0.85,0.9955861148898593,55.14913681116937,98.58629586824617,87.87712484880313,62.85086318883063,59.58705879687276
37.16,113.0,56.41123469664531,10.5,NGC3769,31.57,46.75,0.0,343.62217438105495,NGC3769,NGC3769,Bizyaev_2014,,False,unique_to_2014,2MASXJ11385150+4805152,,EON_174.714_48.088,2MASXJ11385150+4805152,,174.714432,48.087704,r,3.87,0.11,2.86,0.28,0.7390180878552971,1.3531468531468531,20.39,0.21,0.063,15.2,0.4,SB,7996.0,2MASXJ11385150+4805152,NED,thick_like,2MASXJ11385150+4805152,2MASXJ11385150+4805152,,174.714432,48.087704,2MASXJ11385150+4805152,,NED,,True,coord_review,NGC3769,57.0,0.2704704902556807,Bizyaev_2014,3,0.35,3.003061691463949,3.131425190794143,-0.12836349933019386,-1.0,0.85,0.9955861148898593,53.25927501499825,85.6358288482239,76.33343313033416,59.74072498500175,56.58876530335469
